Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Nigeria,NGA,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,115.5779692,72.04027876,65.56875664,89.28896522,135.1224739,154.0446724,75.80041216,55.30580668,68.34911582,57.58095296,68.83896998,77.95197306,57.60637461,74.89571841,79.79398886,80.5118927,86.61083169,86.26383615,89.70352527,91.91768337,82.09708067,80.14329708,78.79830631,90.15682225,112.6432316,104.7358522,102.1698435,105.3808442,99.78832943,100.5172053,119.3313441,123.1157717,120.7099036,97.80722351,119.3598391,100,80.80970992,86.86824545,92.40513889,108.1131692,86.07556907,60.54338872,,
Nigeria,NGA,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,40.11713031,48.65251989,37.79652845,33.70242215,45.29899758,43.79230413,46.49188514,45.5193133,44.7112039,38.93105291,41.0882605,53.20723684,43.68723099,33.6305759,45.19334094,52.97628935,31.81481394,25.2963607,22.4411128,9.998391933,15.85572587,17.36489828,19.84588011,19.84044933,19.84045102,19.84040784,22.45993722,,44.10792023,27.36251123,32.15599956,30.60127376,37.07634113,42.80977145,35.92340384,43.44788268,42.5453149,37.59949924,42.30011583,52.06556873,25.74807105,20.56804812,17.81736642,27.23657031,34.39257613,47.55526055,41.20892661
Nigeria,NGA,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,0.779824125,0.321595112,0.123369757,0.293052922,0.675105485,0.534968685,0.473801561,0.718390805,1.093199926,0.819436458,0.76508926,0.430463576,0.524986709,0.623253815,0.717375631,0.711206897,0.669629269,0.866543264,0.547113411,0.530529952,,0.439293693,0.511088596,0.81300813,1.63725355,0.685523941,1.207953553,1.207953553,1.218638815,0.627163601,0.473257635,0.794457497,2.510910136,2.66951164,5.653273942,4.738296289,4.251310374,3.300592973,4.18098289,3.832264802,4.009111042,8.496073677,4.369563774,4.838167415,5.310756561,6.096599415,5.839769813,5.559300331,5.026326278,4.158734586,2.909408375,3.494459997,3.604236042,3.971873623,4.022234598,4.103905222,4.31203264,3.745938432,4.025895418,4.415363552,5.487606775,,,
Nigeria,NGA,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1.941264311,3.119472584,3.225237927,2.258231339,2.658227848,3.001043841,3.776477146,2.873563218,1.945525292,2.070155262,1.728534996,1.874172185,1.262626263,1.160541586,1.034607066,0.727785146,0.795032568,0.604311847,0.630624302,0.478651553,,0.682032995,0.871327254,0.602299514,1.268440645,0.948451102,0.808418802,0.808418802,1.134907694,1.326528156,1.5679733,1.594217414,1.831510544,1.887232731,2.461020755,2.877082476,2.539254842,3.246351707,3.774299382,4.513488294,3.518475519,4.018921175,3.577664309,2.563877354,2.419434836,2.895889406,3.111685455,3.559105248,2.693524889,2.804829261,3.424131594,3.373826957,4.382504631,3.384090103,3.575095192,3.856998479,3.581361731,3.760546928,4.168258219,5.07876313,4.578543515,,,
Nigeria,NGA,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,,,0.793091294,0.775728323,1.265822785,1.787578288,1.978818283,2.841634738,2.019640541,2.357676826,1.908000378,1.953642384,1.820839979,1.966473243,1.813266042,1.200265252,1.747123638,1.358340592,1.656949745,2.543019909,,3.06646331,2.625239221,1.839611296,0.90307459,1.944536671,1.889680458,1.889680457,3.117259622,3.317099643,3.621078279,4.507255567,2.937422477,4.541746979,4.251989868,5.482323959,6.247641092,9.64049622,10.23453457,12.89841167,7.514462508,9.747508378,11.94165321,9.111003165,8.105332589,9.416891679,9.347170864,9.488341897,13.4104566,11.69793788,11.23246129,11.15765236,16.17985535,16.67659384,20.63138524,24.14001827,21.81934963,22.58740489,21.29405859,23.32981356,27.37177469,,,
Nigeria,NGA,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,,,0.969333803,0.827443544,0.675105485,0.782881002,0.334448161,0.462962963,1.13025755,1.52386429,0.878435818,0.940397351,0.777511962,0.601762304,0.562364816,0.364721485,0.217933889,0.198715157,0.292678358,0.256455433,,0.305035229,0.324214792,0.33386251,0.28781194,0.18940419,0.424104352,0.424104352,0.404465998,0.358755954,0.41437405,0.991345052,1.839691624,1.249391392,2.018938326,0.360278362,3.228170352,0.960485342,0.471244895,0.828596889,2.38306972,2.492937485,2.277825551,3.063279863,2.816627923,2.745486355,2.636022699,2.855329811,1.951480261,2.556507464,2.847445198,3.092874462,2.216707608,2.342907814,2.309228177,2.438327097,2.990780368,2.449564455,2.573341807,2.412864342,2.250785415,,,
Nigeria,NGA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,3.22,4.03,4.76,,,6.28,3.89,9.49,6.68,6.62,3.91,5.54,3.59,3.92,4.7,3.93,3.27,3.08,3.72,3.23,2.76,,
Nigeria,NGA,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,90.2,97,108.8,98.2,104.3,116.7,115.6,113.9,112.9,100,97.1,102.3,108.2,104.9,100.3,116.9,141,130.4
Nigeria,NGA,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.03,33.13,33.15,,31.38,,,98.31,26.02,26.03,26.03,26.9,26.9,27.1,39.09,37.89,,12.61,12.58,,12.36,12.33,12.35,12.34,,12.36,12.47,13.2,13.2,,,,13.26,13.26,,
Nigeria,NGA,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.19,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,,56.86,56.86,,56.86,55.91,55.91,55.91,,55.91,55.91,53.9,53.9,,,,54.61,54.61,,
Nigeria,NGA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.68,35.54,35.65,,34.42,,,70.58,24.4,24.41,24.41,26.05,26.05,26.1,29.99,28.46,,11.9,11.96,,12,11.19,11.72,11.72,,11.71,11.93,12.06,12.13,,,,12.17,12.17,,
Nigeria,NGA,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.73,21.72,21.72,21.72,21.72,21.72,21.72,21.72,21.72,,21.1,21.1,,21.1,19.47,19.47,19.47,,19.47,19.47,20.08,20.08,,,,20.25,20.25,,
Nigeria,NGA,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38,36.03,36.16,,35.24,,,62.19,23.86,23.88,23.88,25.74,25.74,25.75,27.32,25.67,,11.66,11.75,,11.86,10.83,11.51,11.52,,11.5,11.76,11.66,11.76,,,,11.79,11.79,,
Nigeria,NGA,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,,10.54,10.54,,10.54,8.46,8.46,8.46,,8.46,8.46,8.17,8.17,,,,8.14,8.14,,
Nigeria,NGA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938000000,1318000000,1840000000,1589000000,640000000,610000000,858000000,910000000,2076000000,,501000000,3536000000,6665000000,11007000000,6236000000,8348000000,9533000000,9240000000,9152000000,9204000000,9017000000,4524000000,8194000000,13218000000,16406000000,6613000000,,,
Nigeria,NGA,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,23000000,28000000,34000000,45000000,85000000,77000000,117000000,28000000,28000000,85000000,25000000,124000000,389000000,189000000,167000000,65000000,83000000,78000000,62000000,57000000,18000000,66000000,15000000,22000000,8000000,,,
Nigeria,NGA,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031000,1230000,1292000,1357000,1425000,1492000,1753000,2046000,2253000,2646000,2778000,3056000,5239000,5820000,6053000,6113000,3765000,4673000,4038000,4803000,6017000,5265000,,,,,,,
Nigeria,NGA,Urban population growth (annual %),SP.URB.GROW,,3.479376625,3.514464008,3.548526941,3.564353478,3.583165474,3.590341862,3.52057165,3.506798047,3.542431025,3.59931183,4.434499855,4.492755209,4.580489962,4.71671631,4.861961069,4.960367063,5.053949769,5.123219631,5.122812608,5.142521181,6.143857457,6.018797014,5.591432107,5.533773664,5.747520176,5.613625342,5.542468567,5.520350244,5.50862364,5.492673052,4.219550949,4.170357105,4.188547606,4.194002446,4.166090396,4.128611513,4.10548714,4.085747482,4.102649891,4.153285965,5.002847876,5.007834089,4.988981123,4.961109766,4.924461651,4.895541303,4.87904797,4.859830828,4.829727087,4.817232665,4.781297732,4.713374585,4.606379879,4.484246034,4.346763549,4.257992685,4.229970859,4.148946368,4.050189568,3.994245224,3.911587634,3.838622955,3.79358823
Nigeria,NGA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,,,30.8,,,,,43.4,,,,,
Nigeria,NGA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.10101196,50.0970734,50.09222084,50.08598973,50.08149814,50.07638235,50.06676559,50.07012249,50.08506183,50.09376434,50.08676739,50.06481271,50.04011425,50.01340649,49.98539274,49.95960944,49.93786491,49.92104705,49.9088446,49.898428,49.88932021,49.878981,49.86781748,49.85783649,49.84164449,49.82691743,49.81888238,49.81049686,49.80005914,49.78776431,49.77469813,49.77060022,49.77202751,49.77018299,49.76451106,49.76061214,49.76269687,49.76238185,49.75547072,49.74626921,49.73758828,49.72699906,49.71657322,49.70931409,49.70263208,49.69725901,49.69076302,49.68043892,49.66679049,49.6499637,49.6334147,49.61757816,49.60262808,49.58914587,49.57627764,49.56219568,49.54495762,49.52712101,49.51039914,49.49406233,49.48183894,49.47219095,49.46118584,49.45015705
Nigeria,NGA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.80535889,,,,,,,,,,,,22.82526016,,,,
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,79.63657377,79.60358396,79.67981566,80.00373614,80.63972115,81.22036069,81.61705089,82.01869459,82.42258294,82.837666,83.22856436,83.67856918,84.22017081,84.79280837,85.41362933,86.068847,86.7487963,87.4050411,88.08014712,88.78618402,89.42514174,90.09292848,90.82694712,91.59178761,92.24697384,92.70525925,93.00033627,93.07008925,92.92770759,92.61771669,92.14907834,91.62820401,91.06590955,90.40623159,89.72114338,89.09152041,88.52484581,87.96950343,87.43182076,87.03978909,86.8835229,86.9198309,87.11064193,87.41564172,87.74206084,88.1012518,88.51555428,88.92249189,89.3165524,89.67433403,89.94405831,90.1298974,90.25184642,90.27969362,90.15230087,89.89683484,89.51834215,88.96855403,88.33485284,87.68050129,86.93132415,86.1076368,85.25069823,84.32561882
Nigeria,NGA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.42104642,0.427382652,0.433437239,0.439391665,0.445479119,0.451833739,0.458647796,0.464511348,0.469785208,0.475439859,0.480563179,0.485665741,0.490873776,0.494934809,0.496152073,0.49453689,0.490810229,0.485186208,0.478973718,0.474152753,0.47119986,0.470321809,0.471441536,0.47317571,0.474557583,0.475347761,0.475465383,0.474791877,0.473988408,0.474002283,0.474595741,0.475422582,0.476377808,0.477154702,0.477001093,0.475638851,0.473639038,0.471351159,0.469347008,0.467991752,0.46726497,0.466766095,0.465987814,0.465154751,0.464546861,0.464330446,0.464709282,0.465389695,0.466281796,0.46757401,0.469102779,0.471020433,0.47358185,0.47647316,0.479199588,0.481620109,0.483828049,0.485802424,0.488131003,0.49126449,0.49242196,0.489338884,0.487194277,0.484540789
Nigeria,NGA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.326424814,3.344413973,3.360045936,3.37081121,3.374124566,3.369838908,3.358929911,3.338664927,3.31595199,3.297846332,3.282085968,3.269564588,3.260295657,3.252255702,3.243393704,3.234118671,3.227979263,3.223641846,3.219038863,3.214537995,3.209378754,3.205877743,3.205049063,3.204339881,3.204136244,3.205060663,3.205368731,3.205406962,3.205778053,3.205926456,3.204489655,3.201242761,3.195621531,3.1880177,3.177552396,3.164552314,3.151809936,3.139529342,3.128060673,3.118437165,3.111072277,3.105219442,3.100120162,3.096158862,3.092251743,3.08824308,3.085309198,3.082731019,3.080111768,3.078893118,3.078683846,3.077798695,3.074525275,3.063685837,3.04262093,3.026103296,3.018933933,3.012882601,3.009797635,3.010140334,3.002533207,2.98161812,2.974487492,2.985719706
Nigeria,NGA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.713058826,3.721974849,3.728320104,3.729775467,3.725182339,3.713728474,3.694731315,3.66642559,3.637093083,3.612500462,3.58902366,3.568107488,3.55045523,3.533633974,3.515791274,3.498170501,3.484999984,3.475315038,3.466633791,3.458064243,3.448517085,3.440413151,3.435042103,3.430086358,3.426102303,3.424163364,3.421509681,3.419047023,3.418357919,3.418316838,3.417323961,3.41473906,3.410186772,3.404403111,3.395507665,3.383675507,3.372295751,3.360848908,3.348051432,3.335634822,3.32522803,3.315970249,3.307671926,3.300702649,3.293402653,3.2854916,3.278239205,3.271071438,3.262956237,3.255731913,3.249690307,3.243143229,3.234747572,3.220621885,3.196659639,3.178576914,3.171668418,3.165711727,3.162846453,3.163278137,3.158243006,3.141758161,3.136114871,3.146407071
Nigeria,NGA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.051614122,2.024284978,1.987804299,1.949653755,1.918885569,1.898543439,1.888388696,1.886425129,1.889368697,1.893233629,1.895324217,1.896591459,1.895829666,1.894210695,1.89499933,1.898574677,1.905204505,1.91388067,1.921953761,1.927255343,1.928462033,1.927290718,1.924341962,1.918862342,1.912658884,1.907277213,1.902430537,1.897619609,1.892148213,1.88600889,1.879425023,1.873975032,1.869424759,1.864966571,1.860367122,1.855768479,1.852514685,1.851122883,1.851196083,1.850635863,1.848533021,1.844991948,1.840041969,1.835679074,1.833490962,1.833075521,1.831814438,1.824909533,1.802759359,1.763553812,1.726569238,1.700270591,1.680428356,1.67410581,1.683051542,1.692748245,1.697167135,1.701489586,1.706475784,1.711536463,1.713713043,1.713418055,1.718403823,1.728337349
Nigeria,NGA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.13587662,3.136972668,3.134389145,3.131231433,3.133375349,3.142003482,3.156038362,3.174756006,3.195496878,3.21344693,3.226238805,3.233954628,3.235822811,3.23267046,3.225535261,3.215114565,3.202293306,3.18725869,3.170086536,3.152093298,3.134611288,3.118941076,3.105739881,3.094858673,3.0863364,3.079933872,3.076611615,3.077205483,3.079549982,3.07993311,3.07761253,3.073224569,3.066854352,3.060768642,3.057279366,3.055755571,3.052295418,3.040536628,3.005065255,2.940944727,2.878651719,2.832411875,2.795049027,2.778684467,2.786834851,2.794533606,2.792693711,2.790592682,2.787633276,2.783420122,2.779557165,2.777270352,2.77757024,2.780011456,2.783471834,2.786874244,2.789206612,2.790320561,2.792399718,2.79815984,2.808455302,2.82550117,2.852581401,2.888597636
Nigeria,NGA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.752960095,4.770093641,4.779738463,4.78299864,4.782773627,4.780833344,4.776177438,4.767861077,4.756753134,4.744280413,4.732651917,4.721323246,4.70966388,4.69857893,4.686918684,4.673964528,4.662153455,4.653981601,4.646326482,4.63526753,4.62186679,4.605735879,4.586842718,4.568882566,4.557715411,4.553034314,4.546851462,4.529813291,4.478393874,4.385177407,4.296311668,4.231176298,4.179132905,4.159722213,4.177730202,4.194753156,4.196905303,4.199694616,4.202431334,4.201992511,4.198896296,4.195715952,4.194083697,4.192685811,4.190651332,4.186142476,4.177823634,4.166690984,4.15536809,4.148216333,4.149217377,4.162726422,4.18890832,4.225581423,4.273742485,4.331486807,4.39086255,4.449826469,4.509349208,4.560825121,4.598576626,4.625194916,4.640768203,4.645778497
Nigeria,NGA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.598180357,6.596550432,6.597847297,6.601327352,6.606468249,6.612976961,6.621050813,6.630736041,6.638700841,6.639493444,6.636129676,6.625548072,6.605780846,6.585402413,6.570227116,6.559778101,6.543455706,6.508728731,6.420989298,6.271800231,6.133022308,6.028728005,5.940871671,5.896544191,5.909947644,5.927796276,5.924428006,5.924493709,5.928688075,5.932769228,5.938856518,5.943839506,5.950035046,5.960129574,5.971108059,5.978890542,5.980768134,5.980583416,5.981885877,5.986513634,5.99667575,6.020399085,6.059195195,6.108171466,6.170453788,6.242650108,6.312364085,6.378707859,6.443071156,6.494051276,6.525085379,6.541298369,6.542842576,6.529967235,6.501068546,6.45453109,6.395771997,6.332293582,6.266633597,6.212519845,6.182436117,6.171298217,6.176025885,6.196423488
Nigeria,NGA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.056558234,9.070457045,9.07723095,9.082617644,9.094771218,9.11292024,9.120080835,9.091276686,8.980486391,8.778110275,8.585026064,8.439410951,8.317018672,8.262143455,8.286842183,8.313006237,8.3080132,8.303929994,8.298027865,8.287304188,8.281735411,8.275290878,8.266553171,8.255428276,8.249090179,8.247169676,8.239808683,8.233549976,8.236402931,8.252018191,8.284948864,8.335747561,8.406519556,8.498221019,8.611928385,8.741548939,8.868700062,8.993279184,9.117099879,9.217685598,9.278851484,9.309954808,9.314107765,9.290064538,9.239636872,9.161371702,9.059697028,8.945713061,8.826553168,8.724480901,8.653770379,8.609084481,8.590358845,8.594905081,8.61046647,8.630647224,8.658667463,8.688691678,8.70990629,8.735759356,8.789610431,8.868645508,8.964869226,9.074727477
Nigeria,NGA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,55.80249725,55.8498391,55.85774373,55.77183045,55.58298464,55.4026396,55.26215184,55.10910689,54.94925743,54.78987117,54.6466792,54.49566589,54.31946507,54.13499608,53.9375096,53.73219125,53.52287065,53.32265904,53.11895684,52.90847265,52.71742171,52.51861534,52.30274634,52.08039478,51.89670573,51.77079905,51.68582889,51.66349938,51.70295489,51.79071508,51.92420286,52.06742572,52.21861159,52.39882076,52.58850127,52.76343849,52.92010595,53.0760114,53.22816886,53.33736676,53.37634948,53.36011033,53.30223581,53.2126757,53.11856297,53.01515161,52.89695517,52.78531031,52.67980104,52.58569645,52.51674162,52.4715853,52.44512027,52.4474934,52.49291879,52.5749489,52.69401897,52.86028337,53.05024097,53.24711751,53.47282713,53.72195488,53.98196827,54.26406214
